0.0 0x 0y 0z 1x 1y 1z 2x 2y 2z 3x 3y 3z 4x 4y 4z 5x 5y 5z 6x 6y 6z 7x 7y 7z 8x 8y 8z 9x 9y 9z 10x 10y 10z 11x 11y 11z 12x 12y 12z 13x 13y 13z 14x 14y 14z 15x 15y 15z 16x 16y 16z 17x 17y 17z 18x 18y 18z 19x 19y 19z 20x 20y 20z 21x 21y 21z 22x 22y 22z 23x 23y 23z 24x 24y 24z 25x 25y 25z 26x 26y 26z 27x 27y 27z 28x 28y 28z 29x 29y 29z 30x 30y 30z 31x 31y 31z 32x 32y 32z 33x 33y 33z 34x 34y 34z 35x 35y 35z 36x 36y 36z 37x 37y 37z 38x 38y 38z 39x 39y 39z 40x 40y 40z 41x 41y 41z 42x 42y 42z 43x 43y 43z 44x 44y 44z 45x 45y 45z 46x 46y 46z 47x 47y 47z 48x 48y 48z 49x 49y 49z 50x 50y 50z 51x 51y 51z 52x 52y 52z 53x 53y 53z 54x 54y 54z 55x 55y 55z 56x 56y 56z 57x 57y 57z 58x 58y 58z 59x 59y 59z 60x 60y 60z 61x 61y 61z 62x 62y 62z 63x 63y 63z 64x 64y 64z 65x 65y 65z 66x 66y 66z 67x 67y 67z 68x 68y 68z 69x 69y 69z 70x 70y 70z 71x 71y 71z 72x 72y 72z 73x 73y 73z 74x 74y 74z 75x 75y 75z 76x 76y 76z 77x 77y 77z 78x 78y 78z 79x 79y 79z 80x 80y 80z 81x 81y 81z 82x 82y 82z 83x 83y 83z 84x 84y 84z 85x 85y 85z 86x 86y 86z 87x 87y 87z 88x 88y 88z 89x 89y 89z 90x 90y 90z 91x 91y 91z 92x 92y 92z 93x 93y 93z 94x 94y 94z 95x 95y 95z 96x 96y 96z 97x 97y 97z 98x 98y 98z 99x 99y 99z
1390385469.767 291.945 204.114 1200 289.216 202.125 1200 285.724 201.452 1208 282.286 202.389 1208 279.865 204.69 1208 282.569 205.422 1204 285.848 205.553 1204 289.162 205.026 1200 309.146 203.96 1212 311.787 202.059 1216 315.413 201.348 1225 319.003 202.269 1229 321.469 204.481 1234 318.79 205.239 1229 315.367 205.335 1221 312.001 204.846 1216 292.714 193.203 1191 286.891 192.209 1195 280.449 192.679 1221 276.451 195.384 1221 274.113 198.907 1212 275.264 199.995 1212 278.071 197.353 1216 281.545 195.772 1216 286.924 195.601 1204 292.343 196.23 1200 307.621 192.902 1225 313.645 191.897 1234 320.587 192.343 1238 324.992 195.135 1243 327.455 198.46 1256 326.269 199.722 1252 323.28 197.092 1243 319.435 195.523 1234 313.644 195.331 1225 307.874 195.973 1221 296.518 203.601 1200 295.789 207.491 1200 293.957 210.84 1204 291.126 213.884 1204 292.038 217.722 1200 297.387 217.021 1204 301.299 216.995 1204 307.515 217.741 1212 308.689 213.919 1216 305.896 210.85 1208 304.467 207.462 1208 304.063 203.574 1212 288.689 229.514 1195 291.749 225.666 1191 295.806 222.929 1195 299.615 223.478 1200 303.457 222.859 1208 307.971 225.501 1212 311.621 229.249 1225 308.484 230.255 1221 304.628 230.867 1212 299.842 231.116 1204 295.184 231.046 1195 291.53 230.523 1200 291.428 228.694 1195 294.963 226.994 1191 299.659 226.631 1195 304.6 226.933 1208 308.74 228.534 1216 304.524 227.271 1208 299.696 227.014 1195 295.126 227.341 1191 271.579 207.159 1221 271.075 213.849 1221 271.337 220.347 1225 272.195 226.953 1225 273.776 233.419 1238 276.547 239.106 1243 280.611 243.273 1238 285.8 246.68 1238 292.291 249.137 1238 300.132 250.193 1247 308.249 249.314 1256 315.686 247.097 1275 321.849 243.373 1280 326.534 238.557 0 329.475 232.609 1536 330.975 226.143 1536 331.893 219.543 0 332.139 213.117 1309 331.727 206.226 1314 285.827 203.846 1204 315.372 203.692 1221 299.738 214.872 1204 293.348 190.408 1195 287.08 189.363 1195 279.337 189.999 1229 274.03 193.482 1225 271.263 197.501 1225 307.117 190.107 1229 313.582 189.054 1234 321.822 189.66 1243 327.45 193.166 1256 330.268 196.916 1256
1390385469.813 292.058 204.125 1200 289.319 202.162 1200 285.812 201.509 1208 282.355 202.44 1208 279.915 204.717 1208 282.629 205.44 1204 285.931 205.564 1204 289.267 205.033 1200 309.339 203.94 1212 311.988 202.057 1216 315.629 201.352 1225 319.232 202.252 1229 321.713 204.432 1234 319.022 205.191 1229 315.579 205.292 1221 312.198 204.811 1216 292.808 193.199 1191 286.97 192.226 1200 280.523 192.697 1221 276.524 195.394 1221 274.181 198.902 1216 275.326 199.972 1212 278.135 197.347 1216 281.612 195.775 1216 286.999 195.597 1204 292.432 196.205 1200 307.87 192.88 1225 313.901 191.875 1234 320.841 192.297 1238 325.25 195.063 1247 327.702 198.364 1256 326.513 199.603 1252 323.54 197.005 1243 319.692 195.463 1234 313.907 195.284 1225 308.126 195.925 1221 296.673 203.593 1200 295.949 207.47 1200 294.112 210.814 1204 291.249 213.866 1204 292.164 217.682 1195 297.524 216.937 1204 301.48 216.9 1204 307.676 217.665 1212 308.849 213.868 1216 306.052 210.807 1208 304.629 207.423 1208 304.239 203.551 1212 288.839 229.478 1195 291.871 225.594 1191 295.932 222.824 1195 299.742 223.355 1200 303.591 222.74 1208 308.066 225.396 1216 311.64 229.167 1225 308.576 230.213 1221 304.75 230.873 1212 299.941 231.151 1204 295.252 231.08 1195 291.617 230.524 1195 291.622 228.663 1195 295.096 226.902 1191 299.772 226.507 1195 304.674 226.819 1208 308.729 228.46 1216 304.588 227.26 1208 299.806 227.033 1195 295.263 227.357 1191 271.501 207.218 1221 271.025 213.869 1221 271.328 220.331 1225 272.221 226.879 1225 273.833 233.272 1238 276.607 238.897 1243 280.669 243.046 1238 285.856 246.448 1238 292.344 248.912 1238 300.203 249.957 1243 308.307 249.047 1261 315.71 246.776 1270 321.839 243.023 1284 326.502 238.197 0 329.443 232.299 1536 330.984 225.902 1529 331.944 219.372 0 332.23 213.008 1309 331.849 206.178 1324 285.911 203.874 1204 315.588 203.666 1221 299.888 214.817 1200 293.446 190.415 1195 287.168 189.393 1195 279.425 190.031 1225 274.118 193.5 1225 271.346 197.502 1225 307.363 190.1 1229 313.833 189.048 1238 322.071 189.627 1247 327.704 193.104 1256 330.51 196.829 1252
1390385469.876 292.34 204.052 1200 289.595 202.088 1204 286.107 201.427 1204 282.647 202.326 1208 280.19 204.556 1208 282.878 205.325 1208 286.181 205.483 1204 289.53 204.958 1204 309.726 203.86 1212 312.394 201.99 1221 316.017 201.281 1225 319.594 202.156 1229 322.042 204.3 1234 319.387 205.093 1225 315.969 205.219 1221 312.601 204.742 1216 293.11 192.726 1195 287.253 191.716 1200 280.764 192.149 1221 276.763 194.862 1221 274.419 198.387 1212 275.535 199.479 1212 278.37 196.84 1221 281.848 195.271 1216 287.264 195.123 1204 292.722 195.766 1200 308.304 192.423 1225 314.355 191.398 1234 321.295 191.793 1243 325.659 194.567 1252 328.055 197.889 1252 326.891 199.127 1252 323.955 196.53 1243 320.145 194.993 1238 314.374 194.836 1229 308.565 195.508 1221 297.005 203.477 1204 296.297 207.447 1200 294.439 210.858 1204 291.434 213.882 1204 292.322 217.759 1200 297.907 217.115 1204 301.937 217.077 1208 308.197 217.727 1212 309.337 213.887 1216 306.454 210.84 1208 305.012 207.383 1208 304.643 203.431 1212 288.66 229.178 1195 291.969 225.495 1191 296.223 222.857 1195 300.09 223.43 1204 304.005 222.775 1208 308.583 225.298 1216 312.31 228.873 1225 309.076 230.102 1221 305.153 230.833 1212 300.247 231.143 1204 295.437 231.054 1195 291.658 230.434 1200 291.301 228.457 1195 295.181 226.839 1191 300.083 226.52 1200 305.203 226.746 1208 309.572 228.244 1221 305.141 227.21 1208 300.118 227.035 1200 295.305 227.313 1191 271.47 207.078 1216 271.05 213.835 1221 271.411 220.326 1225 272.319 226.872 1225 273.96 233.222 1234 276.75 238.76 1243 280.85 242.884 1238 286.047 246.298 1238 292.525 248.794 1238 300.408 249.823 1243 308.425 248.874 1256 315.695 246.499 1275 321.715 242.703 1289 326.316 237.866 0 329.219 232.06 1536 330.798 225.756 1529 331.807 219.304 0 332.164 212.997 0 331.859 206.139 0 286.184 203.777 1204 315.966 203.58 1225 300.253 214.893 1204 293.77 189.914 1195 287.476 188.854 1200 279.682 189.449 1229 274.367 192.936 1229 271.601 196.956 1225 307.791 189.615 1234 314.278 188.544 1238 322.524 189.095 1247 328.123 192.593 1261 330.874 196.35 1256
1390385469.923 292.403 203.958 1200 289.69 202.087 1204 286.262 201.469 1204 282.844 202.331 1208 280.392 204.466 1208 283.045 205.215 1208 286.305 205.374 1204 289.625 204.861 1200 310.002 203.734 1216 312.65 201.938 1221 316.22 201.264 1225 319.751 202.088 1229 322.209 204.147 1234 319.558 204.931 1225 316.16 205.061 1225 312.827 204.602 1216 293.169 192.217 1195 287.516 191.234 1200 281.275 191.652 1221 277.364 194.235 1221 275.029 197.62 1221 275.992 198.81 1212 278.846 196.266 1216 282.3 194.767 1212 287.538 194.625 1204 292.842 195.243 1200 308.652 191.885 1229 314.54 190.87 1234 321.29 191.233 1238 325.586 193.869 1252 327.97 197.06 1256 326.934 198.387 1252 323.965 195.884 1243 320.159 194.429 1234 314.522 194.293 1225 308.824 194.964 1221 297.167 203.346 1204 296.405 207.291 1200 294.491 210.739 1204 291.387 213.837 1200 292.287 217.684 1200 297.927 217.001 1200 302.005 216.954 1204 308.318 217.643 1216 309.498 213.826 1216 306.593 210.726 1208 305.159 207.227 1208 304.802 203.295 1212 288.604 228.991 1195 291.921 225.266 1191 296.201 222.613 1195 300.053 223.16 1204 303.967 222.514 1208 308.559 225.058 1216 312.279 228.672 1225 309.03 230.007 1221 305.112 230.794 1212 300.165 231.142 1204 295.338 231.04 1195 291.578 230.36 1200 291.194 228.308 1195 295.125 226.607 1191 300.024 226.258 1200 305.155 226.499 1208 309.594 228.071 1221 305.087 227.142 1208 300.057 226.995 1200 295.239 227.264 1191 271.54 207.155 1221 271.098 213.835 1221 271.441 220.204 1229 272.331 226.609 1225 273.945 232.809 1234 276.645 238.235 1243 280.712 242.424 1238 285.891 245.905 1238 292.34 248.493 1238 300.237 249.526 1243 308.26 248.589 1256 315.541 246.136 1275 321.615 242.287 1284 326.251 237.395 1304 329.164 231.722 1529 330.845 225.542 1536 331.931 219.216 0 332.369 212.991 1309 332.133 206.228 1324 286.321 203.72 1204 316.172 203.471 1225 300.313 214.801 1204 293.876 189.43 1195 287.783 188.392 1200 280.26 188.959 1229 275.067 192.283 1225 272.315 196.143 1221 308.115 189.105 1229 314.444 188.043 1238 322.474 188.55 1247 327.969 191.881 1256 330.701 195.495 1252
1390385469.985 292.192 203.64 1195 289.474 201.814 1204 286.08 201.209 1204 282.667 202.015 1208 280.174 204.055 1208 282.851 204.831 1208 286.101 205.027 1200 289.419 204.531 1195 310.059 203.433 1212 312.695 201.708 1216 316.228 201.073 1221 319.744 201.859 1225 322.249 203.843 1229 319.587 204.64 1221 316.191 204.777 1221 312.879 204.313 1212 292.834 190.776 1191 287.278 189.76 1191 281.147 190.131 1221 277.336 192.723 1221 275.046 196.106 1216 275.913 197.34 1212 278.801 194.789 1216 282.236 193.315 1212 287.366 193.214 1200 292.564 193.857 1195 308.756 190.493 1225 314.55 189.468 1234 321.188 189.797 1243 325.411 192.448 1252 327.761 195.653 1252 326.802 197.039 1247 323.814 194.523 1238 320.033 193.083 1234 314.493 192.96 1229 308.86 193.639 1221 297.092 202.95 1200 296.36 206.997 1195 294.425 210.585 1200 291.204 213.763 1200 292.144 217.659 1195 297.918 216.923 1200 302.076 216.883 1204 308.469 217.648 1212 309.646 213.779 1212 306.61 210.571 1208 305.133 206.914 1208 304.767 202.904 1212 288.641 228.782 1191 291.96 225.069 1191 296.27 222.399 1191 300.079 222.968 1200 303.926 222.306 1208 308.561 224.896 1212 312.31 228.527 1225 309.05 230.018 1221 305.133 230.884 1212 300.238 231.262 1204 295.435 231.114 1195 291.646 230.34 1195 291.171 228.159 1191 295.154 226.446 1191 300.055 226.113 1200 305.198 226.357 1208 309.667 227.974 1216 305.136 227.124 1208 300.088 226.994 1200 295.264 227.232 1191 271.279 206.983 1216 270.935 213.727 1221 271.355 220.048 1225 272.306 226.352 1225 273.96 232.383 1234 276.602 237.632 1243 280.709 241.904 1238 285.925 245.506 1238 292.372 248.277 1238 300.346 249.335 1243 308.379 248.376 1256 315.609 245.743 1275 321.675 241.796 1280 326.289 236.812 0 329.1 231.346 1536 330.771 225.35 1536 331.876 219.183 0 332.357 213.056 0 332.16 206.322 0 286.12 203.39 1204 316.204 203.206 1221 300.312 214.726 1200 293.566 187.952 1195 287.566 186.877 1208 280.115 187.391 1229 274.986 190.739 1229 272.279 194.603 1225 308.186 187.669 1229 314.417 186.594 1238 322.363 187.065 1247 327.829 190.425 1256 330.538 194.061 1252
1390385470.48 292.263 204.552 1195 289.494 202.666 1195 286.03 202.051 1204 282.557 202.814 1208 280.028 204.789 1208 282.73 205.678 1204 286.038 205.924 1200 289.418 205.432 1195 310.076 204.263 1208 312.728 202.467 1212 316.316 201.794 1221 319.889 202.518 1221 322.474 204.414 1229 319.796 205.33 1221 316.377 205.551 1216 313.001 205.121 1212 292.679 191.815 1187 287.046 190.684 1195 280.792 190.894 1225 276.939 193.469 1221 274.629 196.864 1216 275.574 198.062 1208 278.459 195.567 1212 281.9 194.151 1212 287.097 194.142 1191 292.346 194.865 1187 308.653 191.47 1225 314.524 190.276 1229 321.232 190.368 1238 325.549 192.953 1243 328.012 196.159 1243 327.014 197.523 1247 323.99 195.111 1234 320.176 193.77 1234 314.605 193.781 1225 308.912 194.583 1221 297.071 203.87 1200 296.463 208.235 1195 294.621 212.094 1195 291.37 215.38 1195 292.278 219.374 1195 298.128 218.887 1195 302.445 218.835 1204 308.911 219.3 1208 309.953 215.319 1208 306.755 212.027 1208 305.241 208.09 1204 304.873 203.778 1208 288.986 230.321 1191 292.365 226.889 1191 296.685 224.416 1191 300.496 225.037 1200 304.309 224.301 1208 309.038 226.653 1212 312.974 229.971 1221 309.707 232.013 1221 305.747 233.273 1212 300.786 233.797 1204 295.869 233.498 1200 292.046 232.386 1195 291.416 229.876 1191 295.529 228.346 1191 300.53 228.095 1195 305.801 228.216 1208 310.42 229.626 1216 305.806 229.385 1208 300.578 229.479 1200 295.616 229.532 1191 271.38 207.333 1216 271.261 214.322 1221 271.923 220.824 1225 273.143 227.26 1221 275.05 233.322 1225 277.889 238.568 1238 281.999 242.884 1234 287.084 246.638 1238 293.331 249.563 1238 301.148 250.672 1247 309.022 249.575 1261 315.994 246.7 1275 321.831 242.593 1284 326.378 237.569 0 329.284 232.046 1529 331.013 225.992 1536 332.158 219.699 0 332.676 213.423 0 332.504 206.463 0 286.07 204.238 1200 316.332 203.932 1221 300.557 216.402 1200 293.435 188.941 1191 287.379 187.751 1204 279.784 188.086 1225 274.556 191.427 1225 271.812 195.316 1221 307.987 188.593 1225 314.259 187.347 1234 322.283 187.543 1243 327.931 190.819 1252 330.792 194.457 0
1390385470.110 292.661 206.676 1191 289.918 204.705 1191 286.392 204.046 1200 282.875 204.695 1204 280.323 206.5 1208 282.925 207.617 1204 286.277 207.985 1200 289.738 207.548 1191 310.443 206.536 1208 313.109 204.659 1212 316.766 203.968 1221 320.37 204.621 1221 322.967 206.393 1225 320.307 207.487 1221 316.872 207.817 1221 313.42 207.407 1212 293.143 194.864 1187 287.556 193.535 1195 281.289 193.38 1216 277.311 195.638 1216 274.83 198.801 1212 275.788 200.068 1208 278.701 197.879 1212 282.177 196.705 1212 287.389 196.899 1191 292.647 197.772 1187 309.192 194.649 1221 315.085 193.306 1229 321.751 193.09 1234 326.138 195.385 1238 328.711 198.378 1247 327.711 199.761 1247 324.712 197.671 1234 320.876 196.554 1229 315.339 196.721 1225 309.626 197.614 1221 297.406 206.258 1200 296.816 210.993 1195 295.022 215.221 1195 291.742 218.701 1195 292.556 222.796 1200 298.314 222.797 1200 302.778 222.779 1204 309.098 222.835 1212 310.103 218.766 1212 306.954 215.268 1208 305.554 210.908 1204 305.297 206.217 1208 289.183 233.435 1195 292.686 230.661 1195 296.943 228.623 1195 300.667 229.337 1204 304.407 228.577 1208 308.959 230.546 1212 312.908 233.256 1229 309.689 235.604 1225 305.771 237.099 1216 300.8 237.685 1204 295.858 237.208 1204 292.165 235.81 1200 291.621 233.25 1195 295.79 232.241 1195 300.663 232.194 1200 305.797 232.182 1208 310.408 233.122 1221 305.821 233.232 1208 300.686 233.446 1200 295.825 233.309 1195 271.393 208.08 1216 271.415 215.309 1216 272.282 222.131 1221 273.722 228.806 1221 275.85 234.978 1225 278.918 240.327 1225 282.926 244.686 1234 287.716 248.586 1238 293.587 251.611 1243 301.015 252.821 1256 308.533 251.687 1261 315.156 248.735 1275 320.731 244.605 1284 325.312 239.714 1299 328.612 234.073 1536 330.727 227.891 1536 332.175 221.407 1536 333.001 214.848 0 333.104 207.616 0 286.389 206.222 1200 316.782 206.111 1221 300.821 219.896 1204 294.028 191.973 1200 288.07 190.58 1204 280.524 190.483 1225 275.147 193.418 1221 272.205 197.043 1221 308.441 191.748 1225 314.682 190.353 1229 322.595 190.193 1238 328.323 193.107 1252 331.316 196.509 0
1390385470.188 292.746 210.007 1191 290.005 207.828 1187 286.41 207.031 1195 282.833 207.602 1208 280.285 209.365 1208 282.758 210.741 1204 286.149 211.263 1195 289.706 210.877 1191 310.446 210.107 1208 313.182 208.073 1212 316.947 207.322 1221 320.613 208.001 1221 323.164 209.803 1229 320.529 211.073 1221 317.069 211.492 1221 313.527 211.053 1208 293.365 198.908 1187 287.607 197.332 1204 281.019 196.869 1221 276.854 199.041 1212 274.261 202.212 1208 275.351 203.474 1208 278.263 201.375 1212 281.768 200.304 1212 287.214 200.694 1187 292.664 201.78 1179 309.261 198.883 1221 315.469 197.432 1225 322.453 197.078 1234 326.949 199.395 1238 329.561 202.438 1256 328.451 203.765 1256 325.501 201.74 1238 321.628 200.638 1225 315.866 200.865 1221 309.883 201.836 1212 297.326 209.856 1195 296.722 214.943 1195 294.927 219.451 1195 291.566 222.951 1200 292.215 227.234 1200 297.976 227.84 1200 302.52 227.887 1208 308.889 227.496 1212 309.878 223.273 1212 306.74 219.685 1208 305.464 214.98 1204 305.366 209.923 1208 288.297 237.315 1200 292.221 235.398 1200 296.573 233.915 1204 300.301 234.815 1208 304.093 233.99 1208 308.708 235.513 1221 313.043 237.466 1238 309.48 239.853 1229 305.368 241.312 1225 300.305 241.825 1216 295.289 241.242 1208 291.532 239.784 1204 290.59 237.352 1200 295.229 237.15 1204 300.249 237.451 1208 305.606 237.226 1212 310.715 237.489 1225 305.683 237.561 1212 300.273 237.75 1208 295.199 237.488 1204 271.333 210.023 1216 271.395 217.586 1216 272.352 224.792 1221 273.839 231.811 1225 276.034 238.265 1225 279.266 243.809 1234 283.175 248.137 1243 287.684 252.097 1247 293.237 255.135 1252 300.336 256.454 1261 307.58 255.38 1265 314.011 252.552 1280 319.453 248.551 1284 324.147 243.897 1299 327.842 238.085 0 330.252 231.684 1536 331.952 224.921 0 333.064 218.022 0 333.455 210.348 0 286.361 209.339 1200 316.935 209.616 1216 300.589 224.477 1204 294.351 195.946 1191 288.254 194.299 1204 280.388 193.848 1221 274.76 196.671 1216 271.68 200.308 1221 308.501 195.886 1221 315.022 194.387 1229 323.245 194.077 1234 329.113 197.019 1252 332.151 200.477 0
1390385470.267 292.783 214.355 1191 290.066 212.082 1187 286.39 211.215 1191 282.744 211.657 1204 280.127 213.253 1204 282.546 214.832 1204 286.004 215.479 1195 289.649 215.181 1191 310.389 214.755 1208 313.168 212.685 1208 317.011 211.959 1221 320.699 212.613 1216 323.245 214.326 1225 320.615 215.71 1216 317.142 216.185 1216 313.526 215.732 1208 293.574 204.532 1179 287.809 202.735 1191 281.183 201.892 1212 276.821 203.711 1208 273.976 206.609 1208 275.087 207.929 1208 278.093 206.161 1208 281.697 205.351 1208 287.197 205.964 1187 292.695 207.227 1179 309.409 204.79 1212 315.612 203.28 1221 322.512 202.714 1225 327.071 204.767 1247 329.81 207.607 1256 328.664 208.919 1252 325.739 207.195 1238 321.861 206.277 1225 316.159 206.591 1221 310.197 207.573 1208 297.32 214.492 1195 296.716 219.869 1195 294.959 224.628 1195 291.584 228.214 1204 292.138 232.548 1204 297.859 233.63 1208 302.557 233.754 1208 308.718 233.025 1216 309.676 228.774 1212 306.611 225.023 1208 305.447 220.014 1208 305.449 214.668 1208 288.035 242.291 1204 292.099 241.002 1204 296.432 239.956 1204 300.118 240.951 1208 303.865 240.158 1212 308.291 241.342 1229 312.587 242.79 1247 309.095 245.425 1243 305.035 247.076 1234 299.952 247.601 1225 294.868 246.809 1212 291.204 245.06 1208 290.364 242.573 1204 295.073 242.86 1204 300.025 243.369 1212 305.255 243.081 1221 310.294 242.983 1238 305.354 243.393 1221 300.027 243.664 1212 294.999 243.17 1204 270.69 212.848 1212 270.835 220.613 1221 271.919 228.131 1225 273.582 235.416 1225 275.992 242.021 1234 279.511 247.711 1234 283.406 252.042 1252 287.732 256.078 1256 293.025 259.141 1261 299.806 260.553 1265 306.741 259.472 1270 312.828 256.646 1280 317.99 252.696 1294 322.689 248.245 1304 326.75 242.352 1522 329.495 235.87 1529 331.465 228.962 1536 332.834 221.874 0 333.469 214.059 1304 286.289 213.507 1195 316.974 214.246 1216 300.513 229.949 1208 294.677 201.599 1187 288.625 199.728 1191 280.799 198.828 1212 274.973 201.19 1208 271.616 204.511 1216 308.584 201.794 1212 315.052 200.237 1221 323.119 199.677 1229 329.062 202.29 1252 332.254 205.523 1314
1390385470.313 292.31 216.491 1179 289.543 214.313 1175 285.814 213.514 1183 282.107 213.885 1200 279.414 215.304 1204 281.882 216.909 1204 285.403 217.564 1191 289.112 217.282 1183 310.178 216.768 1208 312.984 214.755 1208 316.854 214.047 1212 320.572 214.583 1216 323.226 216.098 1225 320.559 217.527 1216 317.059 218.062 1216 313.386 217.674 1208 292.978 206.946 1179 287.288 205.13 1187 280.776 204.163 1208 276.396 205.776 1208 273.461 208.46 1208 274.474 209.812 1208 277.558 208.251 1208 281.212 207.587 1204 286.638 208.259 1187 292.094 209.522 1179 309.216 207.112 1208 315.317 205.495 1216 322.062 204.69 1221 326.68 206.46 1238 329.568 209.081 0 328.509 210.425 1238 325.49 208.954 1234 321.557 208.242 1221 315.963 208.698 1216 310.061 209.762 1208 296.915 216.586 1187 296.371 222.086 1191 294.643 226.975 1191 291.114 230.632 1200 291.654 234.909 1204 297.59 236.142 1208 302.585 236.239 1208 308.852 235.291 1216 309.712 231.079 1212 306.451 227.305 1208 305.235 222.167 1208 305.218 216.703 1204 287.601 244.301 1204 291.788 243.152 1204 296.243 242.256 1208 300.011 243.228 1212 303.816 242.411 1216 308.364 243.395 1225 312.789 244.651 1243 309.301 247.935 1243 305.188 250.049 1243 299.86 250.766 1234 294.497 249.823 1216 290.776 247.673 1208 289.819 244.77 1204 294.768 245.02 1208 299.943 245.522 1212 305.383 245.175 1225 310.624 245.057 1238 305.516 246.283 1229 299.926 246.827 1212 294.641 246.128 1208 269.829 214.691 1212 270.147 222.428 1216 271.439 229.842 1221 273.375 236.983 1225 276.055 243.365 1229 279.755 248.867 1234 283.69 253.208 1247 287.962 257.351 1256 293.126 260.548 1261 299.848 261.98 1265 306.703 260.784 1275 312.589 257.712 1284 317.599 253.626 1294 322.279 249.156 1299 326.453 243.408 1542 329.36 237.092 1529 331.435 230.308 1536 332.884 223.315 1536 333.578 215.587 0 285.698 215.658 1187 316.852 216.189 1212 300.325 232.322 1204 294.139 204.072 1187 288.182 202.178 1191 280.509 201.128 1208 274.681 203.235 1208 271.232 206.317 1212 308.271 204.18 1208 314.61 202.513 1221 322.489 201.669 1225 328.515 203.929 1247 331.887 206.92 0
1390385470.438 291.872 217.848 1171 289.07 215.597 1167 285.27 214.758 1175 281.509 215.148 1191 278.793 216.625 1195 281.294 218.267 1191 284.867 218.935 1179 288.624 218.652 1171 309.757 218.169 1200 312.595 216.088 1204 316.533 215.351 1208 320.309 215.921 1212 322.979 217.492 1221 320.293 218.949 1212 316.753 219.493 1208 313.021 219.094 1204 292.572 208.756 1175 286.735 206.9 1187 280.046 205.903 1200 275.552 207.541 1204 272.548 210.268 1204 273.649 211.593 1204 276.766 210.017 1204 280.485 209.341 1200 286.051 210.029 1179 291.638 211.328 1175 308.72 208.947 1204 314.945 207.308 1208 321.835 206.499 1216 326.545 208.306 1229 329.511 210.965 0 328.381 212.286 0 325.332 210.797 1225 321.347 210.059 1216 315.634 210.513 1208 309.634 211.589 1204 296.447 218.03 1179 295.924 223.573 1191 294.229 228.479 1191 290.768 232.127 1191 291.311 236.435 1200 297.215 237.754 1200 302.22 237.862 1204 308.479 236.839 1212 309.334 232.598 1208 306.074 228.822 1204 304.847 223.668 1200 304.811 218.159 1195 287.228 245.889 1204 291.459 244.864 1200 295.899 244.039 1204 299.697 245.036 1208 303.516 244.214 1212 308.075 245.134 1225 312.578 246.273 1243 309.048 249.405 1243 304.903 251.423 1238 299.581 252.089 1221 294.208 251.16 1212 290.46 249.095 1204 289.502 246.34 1204 294.462 246.751 1204 299.648 247.306 1208 305.098 246.928 1221 310.359 246.662 1238 305.242 247.719 1221 299.639 248.213 1208 294.348 247.538 1204 269.215 215.767 1204 269.542 223.572 1208 270.844 231.112 1212 272.811 238.401 1221 275.539 244.937 1221 279.366 250.568 1221 283.369 254.875 1238 287.688 258.97 1247 292.901 262.083 1261 299.619 263.513 1265 306.513 262.342 1275 312.459 259.387 1284 317.505 255.38 1294 322.249 250.984 1309 326.519 245.094 1515 329.411 238.622 1529 331.461 231.68 1536 332.874 224.547 1536 333.534 216.702 0 285.162 216.979 1175 316.53 217.57 1208 299.954 233.864 1200 293.724 205.864 1179 287.623 203.93 1187 279.767 202.851 1204 273.805 204.987 1204 270.279 208.119 1204 307.768 205.995 1204 314.227 204.306 1208 322.258 203.459 1221 328.399 205.758 1238 331.857 208.785 0
